database_identifier	chemical_formula	smiles	inchi	metabolite_identification	chemical_shift	multiplicity	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	AKI_8_24_01_110722	AKI_8_24_03_110722	AKI_8_24_07_110722	AKI_8_24_09_110722	AKI_8_24_10_110722	AKI_8_24_11_110722	AKI_8_24_12_110722	AKI_8_24_13_110722	AKI_8_24_14_110722	AKI_8_24_16_110722	AKI_8_24_19_110722	AKI_8_24_20_110722	AKI_8_24_21_110722	AKI_8_24_22_110722	AKI_8_24_23_110722	AKI_8_24_24_110722	AKI_8_24_26_110722	AKI_8_24_27_110722	AKI_8_24_30_110722	AKI_8_24_31_110722	AKI_8_24_32_110722	AKI_8_24_33_110722	AKI_8_24_34_110722	AKI_8_24_37_110729	AKI_8_24_39_110729	AKI_8_24_40_110729	AKI_8_24_41_110729	AKI_8_24_42_110729	AKI_8_24_43_110729	AKI_8_24_44_110729	AKI_8_24_50_110729_2	AKI_8_24_51_110729	AKI_8_24_52_110729	AKI_8_24_53_110729	AKI_8_24_55_110729	AKI_8_24_56_110729	AKI_8_24_57_110729	AKI_8_24_58_110729	AKI_8_24_59_110729	AKI_8_24_60_110729	AKI_8_24_61_110729	AKI_8_24_63_110729	AKI_8_24_64_110729	AKI_8_24_66_110729	AKI_8_24_67_110729	AKI_8_24_68_110729	AKI_8_24_69_110729	AKI_8_24_72_110729	AKI_8_24_73_110812	AKI_8_24_77_110812	AKI_8_24_78_110812	AKI_8_24_79_110812	AKI_8_24_81_110812	AKI_8_24_84_110812	AKI_8_24_85_110812	AKI_8_24_86_110812	AKI_8_24_87_110812	AKI_8_24_88_110812	AKI_8_24_91_110812	AKI_8_24_93_110812	AKI_8_24_95_110812	AKI_8_24_096_110812_B	AKI_8_24_97_110812	AKI_8_24_100_110812	AKI_8_24_101_110812	AKI_8_24_102_110812	AKI_8_24_104_110812	AKI_8_24_105_110812	AKI_8_24_107_110812	AKI_8_24_108_110812	AKI_8_24_109_110812	AKI_8_24_110_110812	AKI_8_24_02_110722	AKI_8_24_04_110722	AKI_8_24_05_110722	AKI_8_24_06_110722	AKI_8_24_08_110722	AKI_8_24_15_110722	AKI_8_24_17_110722	AKI_8_24_18_110722	AKI_8_24_28_110722	AKI_8_24_29_110722	AKI_8_24_35_110722	AKI_8_24_36_110722	AKI_8_24_38_110729	AKI_8_24_45_110729	AKI_8_24_46_110729	AKI_8_24_48_110729	AKI_8_24_49_110729	AKI_8_24_62_110729	AKI_8_24_65_110729	AKI_8_24_70_110729	AKI_8_24_71_110729	AKI_8_24_74_110812	AKI_8_24_75_110812	AKI_8_24_76_110812	AKI_8_24_80_110812	AKI_8_24_82_110812	AKI_8_24_89_110812	AKI_8_24_90_110812	AKI_8_24_92_110812	AKI_8_24_94_110812_2	AKI_8_24_98_110812	AKI_8_24_99_110812	AKI_8_24_103_110812	AKI_8_24_106_110812
					6.61		NCBITaxon:xon_9606	Homo sapiens										0.001303848	4.49E-4	0.001263744	-1.3E-4	3.61E-5	-5.12E-5	2.34E-4	-3.73E-4	-3.73E-4	8.7E-4	0.001520488	6.66E-4	-1.55E-4	6.22E-4	0.001303848	0.001202036	1.41E-4	2.12E-4	3.79E-4	-2.69E-4	3.35E-4	3.56E-4	-8.35E-5	3.02E-4	7.02E-4	-2.91E-4	0.002137433	0.029447792	0.001109544	-6.42E-5	2.66E-4	3.61E-5	-0.001409795	8.21E-4	-6.42E-5	2.03E-5	0.003804571	-6.42E-5	0.001331738	6.03E-4	3.61E-5	2.03E-5	0.001549188	0.001769332	-1.86E-4	-3.18E-5	0.001000589	0.003145336	5.83E-4	0.001466011	0.001331738	0.001729323	3.18E-4	0.00136002	3.18E-4	7.76E-4	0.001604566	4.58E-4	1.75E-4	3.61E-5	0.001172672	7.02E-4	0.00163069	7.55E-4	0.001573157	2.66E-4	8.21E-4	0.001303848	-1.52E-5	7.08E-5	4.03E-4	0.001058716	6.42E-4	-1.86E-4	8.03E-4	-3.54E-7	3.02E-4	0.002993608	3.02E-4	-3.73E-4	1.41E-4	4.78E-4	-1.69E-4	2.66E-4	-1.3E-4	8.48E-4	-6.42E-5	-1.69E-4	1.23E-4	-2.07E-4	8.7E-4	0.0016678	-3.58E-4	3.02E-4	1.75E-4	4.58E-4	-1.55E-4	1.57E-4	-6.42E-5	1.41E-4	0.003037488	7.02E-4	-8.35E-5	5.83E-4	3.61E-5	6.03E-4
					6.6		NCBITaxon:xon_9606	Homo sapiens										-1.55E-4	-3.58E-4	8.7E-4	3.18E-4	6.42E-4	8.48E-4	0.002255321	-5.72E-4	-4.81E-4	-1.69E-4	0.001303848	0.001058716	6.22E-4	3.02E-4	0.001425716	6.22E-4	0.00136002	0.00179835	0.00163069	7.33E-4	0.001058716	0.00136002	0.001027968	0.001604566	0.0016678	2.85E-4	0.001237149	0.029065635	3.61E-5	8.03E-4	-1.01E-4	0.001549188	-0.001591698	-1.01E-4	8.48E-4	0.001027968	-1.69E-4	-4.45E-4	7.08E-5	0.001573157	9.25E-4	0.001729323	1.57E-4	7.33E-4	0.001027968	0.001960392	0.002255321	0.0016678	0.001831037	0.002993608	-5.12E-5	7.33E-4	0.00198895	-1.01E-4	7.33E-4	0.002316445	8.7E-4	0.001425716	3.79E-4	0.001202036	1.23E-4	0.00198895	4.03E-4	0.001172672	5.83E-4	5.0E-4	0.00108534	1.57E-4	-1.55E-4	-5.12E-5	0.00163069	5.25E-4	4.21E-4	-4.14E-4	-3.94E-4	2.66E-4	4.4E-4	0.004434807	-1.01E-4	-1.52E-5	9.25E-4	-6.42E-5	0.001925627	-8.35E-5	2.34E-4	-3.73E-4	3.61E-5	0.001331738	7.08E-5	9.48E-4	2.03E-5	0.001604566	-4.63E-4	0.00139025	5.0E-4	0.001237149	0.001027968	0.00114133	8.86E-5	7.33E-4	0.001000589	4.4E-4	7.55E-4	7.33E-4	0.001331738	7.55E-4
					6.59		NCBITaxon:xon_9606	Homo sapiens										-2.52E-4	-7.2E-4	-2.52E-4	-2.69E-4	5.42E-4	-1.01E-4	5.0E-4	-4.45E-4	-4.63E-4	-3.94E-4	-3.94E-4	-2.32E-4	-1.3E-4	-1.01E-4	-1.52E-5	-1.3E-4	-6.42E-5	2.85E-4	-4.14E-4	-4.45E-4	-5.12E-5	8.86E-5	-2.32E-4	-2.91E-4	-5.12E-5	-0.001086507	-1.01E-4	0.030594946	-3.18E-5	-2.32E-4	-2.52E-4	-2.32E-4	-0.001762167	-5.5E-4	1.94E-4	-6.32E-4	3.02E-4	-3.27E-4	-1.69E-4	2.03E-5	-1.86E-4	-2.32E-4	-2.69E-4	-2.52E-4	-3.94E-4	-1.01E-4	0.001027968	2.03E-5	-3.18E-5	7.08E-5	-8.35E-5	-1.86E-4	-1.69E-4	-3.73E-4	-6.63E-4	8.86E-5	-3.73E-4	-2.91E-4	1.41E-4	2.66E-4	3.35E-4	5.25E-4	-5.12E-5	-3.54E-7	1.75E-4	-8.35E-5	-3.27E-4	-1.01E-4	-2.07E-4	-6.42E-5	3.35E-4	1.23E-4	-3.58E-4	-6.63E-4	-4.14E-4	3.35E-4	6.42E-4	-2.32E-4	-5.9E-4	-0.001229226	-1.01E-4	-5.5E-4	-1.55E-4	5.42E-4	-4.14E-4	-5.28E-4	3.02E-4	-5.72E-4	9.01E-4	-2.52E-4	-2.91E-4	-3.27E-4	-2.69E-4	-8.35E-5	-3.54E-7	3.61E-5	-5.28E-4	-1.52E-5	-2.32E-4	1.75E-4	1.75E-4	8.86E-5	-4.14E-4	-2.52E-4	-3.54E-7	8.86E-5
					6.58		NCBITaxon:xon_9606	Homo sapiens										-3.27E-4	-5.03E-4	-3.94E-4	-8.35E-5	-3.58E-4	-2.69E-4	-5.28E-4	-6.63E-4	-6.63E-4	-7.91E-4	-3.73E-4	-2.52E-4	-3.73E-4	-3.94E-4	-1.86E-4	5.37E-5	-3.73E-4	-8.35E-5	8.86E-5	1.94E-4	8.48E-4	-4.14E-4	3.61E-5	2.34E-4	2.03E-5	-0.001149798	-2.69E-4	0.028645424	-2.69E-4	-4.81E-4	-8.35E-5	-2.69E-4	-0.001797208	-1.86E-4	-2.91E-4	-1.3E-4	-8.14E-4	-3.58E-4	-3.18E-5	8.86E-5	8.86E-5	-1.69E-4	-4.45E-4	3.61E-5	-2.91E-4	-2.69E-4	5.0E-4	1.41E-4	-1.01E-4	2.66E-4	-1.01E-4	3.18E-4	-3.73E-4	3.79E-4	-3.73E-4	5.37E-5	-5.5E-4	-8.35E-5	0.003873247	1.94E-4	-1.52E-5	3.61E-5	1.41E-4	5.37E-5	2.34E-4	-1.01E-4	-4.45E-4	-3.27E-4	-3.18E-5	-1.3E-4	8.86E-5	2.03E-5	-1.55E-4	-5.28E-4	-1.3E-4	8.48E-4	4.78E-4	-1.86E-4	-1.3E-4	-9.61E-4	-3.27E-4	-4.14E-4	1.94E-4	0.001263744	2.03E-5	3.56E-4	-1.01E-4	-3.27E-4	0.001889772	-6.42E-5	7.08E-5	3.02E-4	-5.5E-4	8.86E-5	4.78E-4	4.78E-4	-2.91E-4	-3.94E-4	-2.91E-4	3.56E-4	2.66E-4	3.79E-4	6.42E-4	-1.69E-4	3.79E-4	-1.01E-4
					6.57		NCBITaxon:xon_9606	Homo sapiens										-3.58E-4	-0.001015039	-1.86E-4	-3.18E-5	-4.45E-4	-5.03E-4	-2.69E-4	-5.9E-4	-4.14E-4	-3.27E-4	4.58E-4	-3.27E-4	-3.27E-4	-2.69E-4	-2.52E-4	3.61E-5	-5.12E-5	-1.55E-4	5.25E-4	-1.3E-4	2.12E-4	-3.54E-7	-4.63E-4	-1.55E-4	3.61E-5	-4.45E-4	-1.86E-4	0.028055957	-6.42E-5	-3.73E-4	5.37E-5	-4.14E-4	-0.001675692	-2.69E-4	-4.81E-4	-7.55E-4	-0.001229226	-3.73E-4	-1.01E-4	-4.14E-4	-1.3E-4	-2.69E-4	-3.94E-4	-2.91E-4	-4.14E-4	-3.27E-4	7.08E-5	-2.07E-4	1.23E-4	8.86E-5	-1.69E-4	2.03E-5	-2.52E-4	-5.12E-5	-5.03E-4	6.22E-4	-5.28E-4	-1.01E-4	0.004260212	-3.73E-4	-3.58E-4	-1.55E-4	-3.27E-4	-1.52E-5	7.08E-5	-1.3E-4	-4.63E-4	-3.58E-4	-1.69E-4	-8.35E-5	3.56E-4	-6.42E-5	2.03E-5	-4.63E-4	3.02E-4	7.08E-5	-5.12E-5	1.23E-4	1.75E-4	-4.81E-4	2.12E-4	-3.58E-4	-1.3E-4	1.23E-4	-2.69E-4	-2.52E-4	-6.14E-4	-3.73E-4	7.33E-4	-1.55E-4	-3.27E-4	-5.12E-5	-4.81E-4	-1.3E-4	8.03E-4	-1.52E-5	-2.52E-4	-2.52E-4	-3.58E-4	-3.73E-4	3.61E-5	2.34E-4	-1.86E-4	-3.94E-4	-2.52E-4	-2.69E-4
					6.56		NCBITaxon:xon_9606	Homo sapiens										-5.03E-4	-0.001025185	-1.69E-4	-4.45E-4	-6.14E-4	-5.5E-4	-3.58E-4	-3.54E-7	-2.07E-4	-5.5E-4	5.37E-5	-4.45E-4	-2.69E-4	-4.81E-4	-5.28E-4	-3.94E-4	-2.91E-4	-1.3E-4	2.85E-4	-1.69E-4	-1.55E-4	-2.91E-4	-5.72E-4	-1.86E-4	-6.42E-5	-6.63E-4	-4.45E-4	0.028258378	-2.07E-4	-5.03E-4	-3.73E-4	-6.14E-4	-0.00212872	-4.81E-4	-5.72E-4	-6.63E-4	-0.001015039	-5.28E-4	-2.91E-4	-1.01E-4	-3.94E-4	-3.94E-4	-3.27E-4	-5.28E-4	-4.81E-4	-4.63E-4	-3.54E-7	-3.73E-4	-8.35E-5	-1.01E-4	-5.03E-4	-2.52E-4	-2.32E-4	-5.28E-4	-4.81E-4	1.23E-4	-4.63E-4	-4.14E-4	1.94E-4	-5.03E-4	-4.81E-4	-1.52E-5	-4.81E-4	-4.81E-4	-2.32E-4	-3.58E-4	-5.28E-4	-5.5E-4	-2.69E-4	-2.32E-4	3.79E-4	-3.94E-4	-5.12E-5	-4.81E-4	-3.58E-4	-2.32E-4	-5.03E-4	5.37E-5	-2.32E-4	-6.14E-4	8.86E-5	-5.9E-4	-5.28E-4	-4.14E-4	-5.5E-4	-5.9E-4	-7.55E-4	-6.63E-4	2.03E-5	-1.3E-4	-1.01E-4	-1.3E-4	-7.91E-4	-2.69E-4	3.35E-4	-4.63E-4	-6.14E-4	-2.69E-4	-4.45E-4	-6.32E-4	-2.91E-4	-3.27E-4	-5.72E-4	-5.9E-4	-3.94E-4	3.35E-4
					6.55		NCBITaxon:xon_9606	Homo sapiens										-4.81E-4	-0.001198832	-3.27E-4	-3.27E-4	-2.52E-4	-5.72E-4	-6.14E-4	-5.28E-4	-5.5E-4	-5.9E-4	-3.58E-4	-5.28E-4	-4.81E-4	-5.28E-4	-4.63E-4	-2.32E-4	-2.69E-4	-1.86E-4	-3.18E-5	-3.73E-4	-1.86E-4	-6.42E-5	-5.28E-4	8.86E-5	4.58E-4	-9.38E-4	-4.14E-4	0.027649075	-3.94E-4	-6.32E-4	-2.32E-4	-2.91E-4	-0.002208407	-4.14E-4	-6.32E-4	-8.43E-4	-0.002621702	-5.72E-4	-4.45E-4	5.83E-4	-3.58E-4	-4.63E-4	-5.72E-4	-5.5E-4	-5.03E-4	-4.81E-4	3.61E-5	-4.63E-4	4.58E-4	0.001493602	-5.28E-4	3.61E-5	2.03E-5	-5.03E-4	-1.55E-4	2.66E-4	2.12E-4	-5.03E-4	-8.35E-5	-3.58E-4	-3.94E-4	2.12E-4	-4.14E-4	-4.14E-4	-3.94E-4	-4.45E-4	-1.86E-4	-4.81E-4	-5.72E-4	-2.91E-4	4.21E-4	-4.63E-4	-1.52E-5	-6.14E-4	-2.07E-4	-2.52E-4	-5.5E-4	0.0028131	2.34E-4	-5.9E-4	-1.55E-4	-4.45E-4	-2.91E-4	-9.91E-4	-5.28E-4	-6.14E-4	-4.45E-4	-6.14E-4	4.03E-4	-1.52E-5	-3.18E-5	-2.69E-4	-6.86E-4	-3.73E-4	7.55E-4	-3.73E-4	-3.94E-4	-5.12E-5	-5.03E-4	-5.03E-4	-5.12E-5	-1.69E-4	-6.32E-4	-4.81E-4	-2.91E-4	5.37E-5
					6.54		NCBITaxon:xon_9606	Homo sapiens										-3.94E-4	-5.28E-4	3.02E-4	-4.81E-4	-3.27E-4	-2.32E-4	-6.32E-4	-4.81E-4	-5.03E-4	-8.14E-4	-2.91E-4	-3.94E-4	-3.58E-4	-3.73E-4	-2.07E-4	-2.69E-4	-3.94E-4	-1.01E-4	-5.03E-4	-6.42E-5	-2.32E-4	-2.32E-4	-5.03E-4	-1.52E-5	1.75E-4	-0.008815806	-2.91E-4	0.027443349	-4.14E-4	-3.94E-4	-2.69E-4	-2.07E-4	-0.002237695	-5.72E-4	3.61E-5	-7.91E-4	-5.9E-4	-4.14E-4	-2.32E-4	-1.3E-4	-2.91E-4	-1.3E-4	-2.07E-4	-3.27E-4	-2.69E-4	2.03E-5	2.34E-4	-1.01E-4	-5.12E-5	-1.52E-5	-2.52E-4	-2.91E-4	5.63E-4	-4.81E-4	-6.86E-4	3.02E-4	-4.14E-4	-2.52E-4	2.85E-4	-4.45E-4	-1.69E-4	0.001303848	8.86E-5	-1.01E-4	-3.27E-4	1.75E-4	-3.73E-4	8.7E-4	-3.94E-4	-1.86E-4	1.23E-4	-1.01E-4	2.34E-4	-5.5E-4	-5.28E-4	-4.45E-4	-1.86E-4	-1.3E-4	-3.54E-7	-0.001051544	-4.63E-4	-4.63E-4	-8.35E-5	-3.54E-7	-5.03E-4	-4.63E-4	-5.12E-5	-6.32E-4	-1.01E-4	-1.86E-4	-1.52E-5	5.37E-5	-5.28E-4	-3.27E-4	1.41E-4	5.37E-5	-7.91E-4	2.66E-4	-3.94E-4	-3.58E-4	2.34E-4	-1.52E-5	-6.14E-4	-3.27E-4	-4.45E-4	3.02E-4
					6.53		NCBITaxon:xon_9606	Homo sapiens										3.79E-4	0.00108534	8.03E-4	1.94E-4	9.48E-4	0.00342226	6.66E-4	1.94E-4	1.23E-4	3.02E-4	0.00136002	0.003145336	7.02E-4	7.33E-4	0.001109544	6.03E-4	4.4E-4	0.00139025	6.03E-4	0.004769705	0.001000589	3.18E-4	6.42E-4	0.006099568	0.001331738	-5.72E-4	3.18E-4	0.027055351	9.01E-4	0.001697683	0.001831037	0.001604566	-0.001483233	0.001573157	0.003873247	9.48E-4	-0.001070019	8.7E-4	0.001960392	0.001769332	0.005335327	0.001172672	5.0E-4	0.004344064	0.005335327	0.001573157	0.002286055	9.25E-4	0.001729323	6.66E-4	3.61E-5	3.35E-4	5.0E-4	0.00114133	6.03E-4	6.42E-4	6.66E-4	0.002582567	0.002849603	0.007353651	9.71E-4	0.001697683	4.58E-4	7.76E-4	1.41E-4	-5.12E-5	3.18E-4	0.002888065	5.63E-4	1.41E-4	0.00179835	3.18E-4	0.007781324	-1.01E-4	0.003362932	4.58E-4	0.00198895	0.001960392	0.00179835	8.21E-4	0.00342226	0.011138219	0.00163069	0.00401584	0.005761485	0.002582567	0.009061304	0.00198895	0.001604566	0.002386054	0.002422864	0.004176526	7.08E-5	0.0016678	0.006099568	0.001000589	7.76E-4	8.86E-5	-4.14E-4	0.002198387	6.03E-4	2.03E-5	4.78E-4	4.03E-4	7.02E-4	0.003939334
					6.52		NCBITaxon:xon_9606	Homo sapiens										-5.12E-5	-2.91E-4	0.001303848	0.005554104	0.00114133	0.001831037	-1.52E-5	-2.52E-4	-6.42E-5	3.35E-4	0.002422864	0.001237149	-8.35E-5	3.61E-5	-3.58E-4	0.001604566	9.01E-4	0.002167938	0.002227956	0.006370429	0.002255321	-1.55E-4	0.002198387	0.005761485	0.002227956	3.18E-4	9.71E-4	0.033026973	0.00136002	0.001058716	0.005141156	0.001573157	-0.001854789	0.005432647	0.006193744	0.002087405	-6.32E-4	0.001000589	0.001000589	5.0E-4	0.001303848	0.00114133	3.18E-4	0.002730972	8.86E-5	0.002617253	0.001960392	0.001520488	0.00139025	0.001520488	-5.5E-4	7.08E-5	9.48E-4	-6.14E-4	-2.52E-4	4.03E-4	1.41E-4	-3.73E-4	0.006756134	-3.54E-7	-4.14E-4	4.78E-4	-3.73E-4	-2.52E-4	-2.07E-4	-1.86E-4	-6.42E-5	-4.45E-4	-4.45E-4	-3.73E-4	1.41E-4	-2.69E-4	0.010712194	0.001889772	0.006648758	0.008685681	0.002692889	0.009447533	0.019157465	0.006099568	0.005997074	0.007940105	0.012928997	0.007526667	0.014026766	0.004603343	0.002582567	0.001202036	0.003547197	0.008557896	0.007442522	0.018578568	-1.3E-4	-2.52E-4	0.018384957	7.08E-5	0.002350308	3.02E-4	-5.5E-4	-5.72E-4	-3.18E-5	-3.58E-4	-6.86E-4	-5.03E-4	-3.27E-4	-4.81E-4
unknown				noise	6.51		NCBITaxon:xon_9606	Homo sapiens										-4.63E-4	-6.14E-4	-5.12E-5	5.25E-4	-2.91E-4	-4.81E-4	5.25E-4	-8.14E-4	-6.86E-4	-6.63E-4	6.42E-4	-1.86E-4	-4.63E-4	-4.45E-4	-2.69E-4	-1.86E-4	-3.18E-5	3.61E-5	-2.52E-4	-1.01E-4	5.37E-5	-1.86E-4	-3.73E-4	8.03E-4	1.41E-4	-3.54E-7	5.0E-4	0.034940532	-2.91E-4	-1.3E-4	7.08E-5	5.42E-4	-0.002307128	-2.91E-4	-5.12E-5	-6.14E-4	0.003145336	-4.63E-4	-3.73E-4	-1.69E-4	-1.01E-4	-2.91E-4	-4.14E-4	9.01E-4	-6.86E-4	-1.69E-4	3.18E-4	0.002422864	-1.86E-4	-2.07E-4	-3.73E-4	-3.27E-4	-1.3E-4	-5.5E-4	-5.9E-4	7.08E-5	-3.94E-4	-2.69E-4	0.001109544	-1.86E-4	-2.91E-4	1.23E-4	-2.32E-4	-1.3E-4	-3.18E-5	-6.42E-5	-4.14E-4	-4.14E-4	-5.03E-4	-3.58E-4	1.57E-4	-3.58E-4	4.03E-4	0.00206537	-3.18E-5	4.21E-4	-3.73E-4	-5.12E-5	0.001237149	-1.86E-4	0.002137433	-1.3E-4	7.08E-5	2.03E-5	-3.54E-7	-3.94E-4	-2.32E-4	-4.14E-4	2.12E-4	2.12E-4	1.23E-4	9.71E-4	-6.32E-4	-2.91E-4	0.0016678	3.35E-4	-2.69E-4	-3.18E-5	-6.32E-4	-4.81E-4	0.001729323	-2.07E-4	-4.45E-4	-4.45E-4	-3.73E-4	-3.27E-4
					4.52		NCBITaxon:xon_9606	Homo sapiens										-0.003574701	-0.005177543	-0.006054942	-0.006054942	-0.006054942	-0.006644245	-2.91E-4	-0.00212872	-0.001546187	-8.43E-4	-0.00409559	-0.003882386	-0.005893061	-0.001051544	-0.006054942	-0.00409559	-0.006054942	-0.005893061	-0.008815806	-0.008815806	-0.006054942	-0.005177543	-0.004637999	-0.002869423	-0.005177543	-5.03E-4	-0.001762167	0.022161327	-0.002307128	-0.005177543	-0.001287208	-5.28E-4	0.002386054	-0.003920655	-0.005558847	-0.006054942	-0.003274869	-0.001287208	-0.004999438	-0.005893061	-0.006054942	-0.006644245	-0.005558847	-0.006054942	-0.005558847	-0.003882386	-0.005558847	-0.006054942	-0.002208407	-0.005558847	-0.001433214	-0.003207515	-0.002621702	-0.003138624	-0.002208407	-0.004944142	-0.00268277	-0.006054942	-0.004517689	-0.00409559	-0.002437107	-0.004999438	-0.008815806	-0.001287208	-0.004944142	-0.002437107	-0.003274869	-0.002869423	-0.001546187	-0.005177543	-0.005558847	-0.004661965	-4.81E-4	-0.001170135	-9.91E-4	-0.005177543	-0.00442684	-0.002621702	-0.004999438	-9.91E-4	-2.52E-4	-0.003059975	-0.00442684	-0.00409559	-0.003958924	-0.001854789	-0.003138624	-0.005893061	-0.001675692	-0.003574701	-0.006054942	-0.008815806	-0.001347558	-0.004919648	-0.004168771	-0.006644245	-0.00409559	-0.00409559	0.009572989	-0.006054942	-0.003207515	-0.001391696	-0.004517689	-0.006054942	-0.004999438	-0.00212872
					4.51		NCBITaxon:xon_9606	Homo sapiens										0.005043341	0.008225711	0.005881408	0.012678278	0.005245634	0.005761485	0.008009501	0.01349288	0.013618874	0.007605733	0.007526667	0.007695002	0.005335327	0.006564655	0.006459192	0.007108232	0.005997074	0.004769705	0.005658538	0.007526667	0.005245634	0.00807392	0.005245634	0.006459192	0.00807392	0.012678278	0.005658538	-0.00212872	0.005335327	0.006934529	0.006839708	0.003691597	-0.003138624	0.007021069	0.006099568	0.007108232	0.006276601	0.008290807	0.006099568	0.003742548	0.007442522	0.006839708	0.007269431	0.007108232	0.006459192	0.004683249	0.006459192	0.006648758	0.005997074	0.006839708	0.006193744	0.004683249	0.005658538	0.006276601	0.015990851	0.005658538	0.007269431	0.00807392	0.004769705	0.007695002	0.004603343	0.004953236	0.007442522	0.007108232	0.010016628	0.004260212	0.007442522	0.003939334	0.007269431	0.005043341	0.005761485	0.006370429	0.037699171	0.010660309	0.007269431	0.006099568	0.006564655	0.006459192	0.007442522	0.004434807	0.00932624	0.007695002	0.007442522	0.006934529	0.009061304	0.006839708	0.007781324	0.010288015	0.007781324	0.006276601	0.006839708	0.005658538	0.006370429	0.006756134	0.005997074	0.003939334	0.004260212	0.009635316	-0.00212872	0.006648758	0.004260212	0.007781324	0.006459192	0.007269431	0.006370429	0.007021069
					4.5		NCBITaxon:xon_9606	Homo sapiens										0.005997074	0.010016628	0.006193744	0.011726422	0.006839708	0.006564655	0.006756134	0.011986925	0.011602138	0.008148697	0.010217047	0.008685681	0.006934529	0.007695002	0.008898204	0.009245899	0.010660309	0.005554104	0.006648758	0.008420233	0.007526667	0.010151256	0.006193744	0.006839708	0.009572989	0.012872273	0.006193744	-0.002208407	0.005761485	0.007353651	0.007353651	0.003619548	-0.002972749	0.007269431	0.007021069	0.008225711	0.008420233	0.009635316	0.007442522	0.005881408	0.009509757	0.008615643	0.009245899	0.009572989	0.008615643	0.005761485	0.007781324	0.009635316	0.006756134	0.007781324	0.007605733	0.006756134	0.007108232	0.008009501	0.014767322	0.006370429	0.008898204	0.009635316	0.007442522	0.009061304	0.005881408	0.005881408	0.007861632	0.008420233	0.011321507	0.004683249	0.008685681	0.004524595	0.008360037	0.005245634	0.007353651	0.007605733	0.035510481	0.010897416	0.007695002	0.008821296	0.007605733	0.006839708	0.009061304	0.005141156	0.009390382	0.00807392	0.008488692	0.010288015	0.009390382	0.008360037	0.008760653	0.011548074	0.012990269	0.006648758	0.008488692	0.007021069	0.006459192	0.009390382	0.006934529	0.004853934	0.006459192	0.009761528	-0.001797208	0.008488692	0.005245634	0.008488692	0.008009501	0.008148697	0.007526667	0.008898204
					4.49		NCBITaxon:xon_9606	Homo sapiens										0.010421046	0.010348217	0.008760653	0.015435127	0.00807392	0.008148697	0.007940105	0.01337042	0.014026766	0.008898204	0.011491088	0.009572989	0.010084728	0.03637488	0.008225711	0.010897416	0.008760653	0.007442522	0.007526667	0.008898204	0.007442522	0.010288015	0.009390382	0.010348217	0.009821401	0.012415323	0.009821401	-0.002237695	0.009688885	0.008290807	0.010151256	0.006756134	-0.002869423	0.01047987	0.007781324	0.010348217	0.012990269	0.008225711	0.009119762	0.005141156	0.011138219	0.010288015	0.010151256	0.009447533	0.009509757	0.008685681	0.009245899	0.012678278	0.008760653	0.010084728	0.009119762	0.007526667	0.010288015	0.009572989	0.014080447	0.008821296	0.009886513	0.011602138	0.008225711	0.009447533	0.009447533	0.007192337	0.010084728	0.010288015	0.016380063	0.008360037	0.009886513	0.009061304	0.011788322	0.010660309	0.008148697	0.012678278	0.036723504	0.011262036	0.009509757	0.015038576	0.008979229	0.01060159	0.01060159	0.006648758	0.010016628	0.009635316	0.010960906	0.009119762	0.009447533	0.009635316	0.009447533	0.012415323	0.016380063	0.013127506	0.009941752	0.008557896	0.012415323	0.010660309	0.008615643	0.006839708	0.009061304	0.014767322	-0.001675692	0.007940105	0.008148697	0.014957906	0.009635316	0.011930822	0.008225711	0.010960906
					4.48		NCBITaxon:xon_9606	Homo sapiens										0.010288015	0.011726422	0.010016628	0.014767322	0.010084728	0.010960906	0.011083044	0.013557493	0.012620164	0.009886513	0.011433816	0.011726422	0.010151256	0.061534752	0.010151256	0.012928997	0.009635316	0.00807392	0.009886513	0.010776013	0.007269431	0.011788322	0.009941752	0.008898204	0.011662463	0.011433816	0.011380066	-0.002307128	0.010960906	0.010217047	0.009941752	0.007442522	-0.003274869	0.010550113	0.009761528	0.009245899	0.014957906	0.008420233	0.011930822	0.006276601	0.010217047	0.011726422	0.012049732	0.009886513	0.011380066	0.009390382	0.010660309	0.014401204	0.010660309	0.011380066	0.010288015	0.008488692	0.010838004	0.010084728	0.011726422	0.009761528	0.012049732	0.013618874	0.008488692	0.008821296	0.012620164	0.008225711	0.011193247	0.011083044	0.017168178	0.009886513	0.012678278	0.007605733	0.014146262	0.010084728	0.008760653	0.013056285	0.03577902	0.012415323	0.010550113	0.015178133	0.010550113	0.009941752	0.010550113	0.007861632	0.011602138	0.010660309	0.011380066	0.010016628	0.009635316	0.009821401	0.010838004	0.014767322	0.012479884	0.012678278	0.010838004	0.009761528	0.011662463	0.01060159	0.010550113	0.007605733	0.009761528	0.01349288	-0.001762167	0.008148697	0.008898204	0.014470929	0.010151256	0.012872273	0.009390382	0.010288015
