Metabolite,VIP,Coefficient
M669,0.17466894926704177,0.00026202733839413554
M75,0.1726418737175985,-0.00025898644753646855
M561,0.16679114461584227,-0.0002502095528414961
M409,0.16584108653037033,0.00024878433563774773
M316,0.16311446861073148,0.00024469403544816773
M213,0.15981783647698578,0.0002397486358949287
M600,0.15708758663401476,0.00023565288732309197
M243,0.15284260146948062,0.00022928482838157436
M113,0.15076687384607207,0.00022617095275184572
M629,0.14816639255812555,0.00022226987477958043
M406,0.14506994473274623,0.0002176247790967753
M255,0.1390997533034658,-0.00020866867455454115
M627,0.13609750338651386,0.00020416488863131882
M654,0.1322419663841703,0.00019838105525370086
M595,0.13169073573762366,-0.00019755413381310126
M92,0.12437542128525095,0.00018658016057106357
M195,0.12364878306331725,0.00018549010375176227
M301,0.12330098407164801,-0.00018496835764596803
M365,0.12260767952926498,-0.00018392830590981506
M385,0.1220170639763698,-0.0001830423017173772
M551,0.11947214888642979,-0.0001792245806498706
M461,0.11865879698700911,0.0001780044414420873
M331,0.1114935674372911,0.00016725561610264337
M24,0.11119473604472828,0.00016680732809982196
M25,0.11060669713871153,-0.00016592518923047884
M202,0.11034654514149979,-0.00016553492561640566
M427,0.10590622292289649,0.0001588738343495533
M372,0.10241789788857422,-0.0001536408692001515
M580,0.1018537863211371,0.00015279462461464748
M403,0.10163697412528935,-0.0001524693766364134
M579,0.10132970220938976,0.00015200842669296728
M666,0.10123874726613982,0.00015187198182515553
M538,0.10053304575765981,0.00015081333294254817
M43,0.09883475231724993,-0.00014826566026305847
M59,0.09564873720912391,-0.00014348620139318548
M357,0.09545806341289033,-0.0001432001645930659
M471,0.0901512073253689,0.0001352391538828679
M100,0.09007186364245227,-0.00013512012749529144
M203,0.0839855176156719,0.00012598977515370383
M224,0.08086516265517961,0.0001213088154950256
M606,0.07507298013610975,0.00011261974868988571
M687,0.07434165958768414,-0.00011152266773977398
M198,0.07400849423374535,-0.00011102287409411428
M388,0.06804860236295206,0.0001020822202997568
M98,0.06661111055142208,-9.992578577078564e-05
M103,0.064382258370205,-9.65822023395634e-05
M592,0.06330951475131577,9.497294003841398e-05
M267,0.06186446219005976,-9.280516334968689e-05
M514,0.060208733212390605,9.032134319194724e-05
M591,0.056535033093733984,-8.481029003573838e-05
M201,0.05130684804266805,-7.696729665133087e-05
M351,0.04984932376150847,7.478081067520478e-05
M445,0.049354794384806194,7.403894890252704e-05
M341,0.048602155719984635,-7.290988785908876e-05
M268,0.04710836807878598,7.066900187796952e-05
M457,0.04182532430509319,-6.274371289873575e-05
M306,0.041668398176186366,-6.250830222010916e-05
M484,0.03996342411825571,-5.995060769967321e-05
M305,0.03944425204335761,-5.917177850578981e-05
M44,0.03832338213772066,5.7490320185392414e-05
M214,0.03610554807823686,-5.4163265445296985e-05
M199,0.032663863732131024,-4.900026771394786e-05
M572,0.02684145837486711,4.026586251360987e-05
M308,0.013998905988906652,2.1000275619079726e-05
M599,0.00867456783983142,1.3013039423025138e-05
M176,0.007444142349639124,-1.1167232726183563e-05
M571,0.007182866637028399,1.0775283385160433e-05
M476,0.005583831443497737,-8.376511665758732e-06
M88,0.00491961339331676,7.380093650235096e-06
M332,0.004105914142634547,6.159433368002592e-06
M578,0.003965796378303081,5.9492375375268535e-06
M681,0.0005155176080419368,-7.733469932542156e-07
M414,2.349529280808726e-06,3.5246156029036294e-09
